locus_tag	GRYC_note
CR_03270W_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)
CR_03280W_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null), increased cell size (null)
CR_03290C_A	Phenotype:decreased filamentous growth (null), viable (null), decreased resistance to chemicals (null), decreased biofilm formation (null)
CR_03300C_A	Phenotype:decreased cell size (null), viable (null)viable (null)
CR_03310C_A	Phenotype:viable (null), normal biofilm formation (null)
CR_03320C_A	Phenotype:viable (null)viable (null)
CR_03330W_A	Phenotype:viable (null)viable (null)viable (null)
CR_03340C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
CR_03350C_A	Putative tRNA-Pro synthetase; genes encoding ribosomal subunits, translation factors, and tRNA synthetases are downregulated upon phagocytosis by murine macrophage
CR_03360W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03370C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03380W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03390C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03400W_A	Phenotype:decreased cell size (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03410W_A	Protein of unknown function; possibly an essential gene, disruptants not obtained by UAU1 method
CR_03420C_A	Phenotype:decreased germ tube formation (null), decreased virulence (null), abnormal hyphal growth (null), absent hyphal growth (null), viable (null), decreased hyphal growth (null), normal osmotic stress resistance (null), normal resistance to chemicals (null), absent virulence (null), decreased biofilm formation (null)
CR_03430W_A	Phenotype:normal competitive fitness (null), decreased rate vegetative growth (null), viable (null), viable (null)viable (null), abnormal colony appearance (null)
CR_03440W_A	Phenotype:viable (null)
CR_03450W_A	Phenotype:normal biofilm formation (null), viable (null)viable (null)
CR_03460W_A	Phenotype:viable (null)
CR_03470W_A	Protein of unknown function; repressed by alpha pheromone in SpiderM medium; transcript induced by Mnl1 under weak acid stress
CR_03480W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_28730, <i>Candida tropicalis MYA-3404</i> : CTRG_00749 and <i>Candida albicans WO-1</i> : CAWG_01683
CR_03490W_A	Phenotype:viable (null)viable (null)
CR_03500W_A	Citrate synthase; induced by phagocytosis; induced in high iron; Hog1-repressed; Efg1-regulated under yeast, not hyphal growth conditions; present in exponential and stationary phase; Spider biofilm repressed; rat catheter biofilm induced
CR_03510W_A	Protein of unknown function; induced by alpha pheromone in SpiderM medium
CR_03520C_A	Phenotype:viable (null)viable (null)viable (null), increased cell size (null)
CR_03530W_A	Phenotype:viable (null)
CR_03540W_A	Protein of unknown function; rat catheter biofilm induced
CR_03550W_A	Putative cytosolic thiouridylase subunit; Spider biofilm induced
CR_03560W_A	Phenotype:decreased invasive growth (null)
CR_03570C_A	Phenotype:normal germ tube formation (null), decreased virulence (null), decreased rate vegetative growth (null), viable (null), decreased hyphal growth (null), increased virulence (overexpression), viable (null)viable (null), increased rate vegetative growth (overexpression)
CR_03580C_A	Putative MFS transporter; predicted ORF in Assembly 20; removed from Assembly 21; restored based on conservation among several Candida species
CR_03590C_A	Ortholog(s) have DNA 5'-adenosine monophosphate hydrolase activity, mismatched DNA binding, single-strand break-containing DNA binding, single-stranded DNA binding, zinc ion binding activity
CR_03600C_A	Phenotype:absent virulence (repressible), viable (null)
CR_03610C_A	Phenotype:viable (null)
CR_03620C_A	Ortholog(s) have role in mitochondrial genome maintenance and integral component of mitochondrial inner membrane localization
CR_03630W_A	Putative GPI-anchored protein
CR_03640C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_03650W_A	Phenotype:viable (null), viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
CR_03660C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)
CR_03670W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_28870, <i>Candida tropicalis MYA-3404</i> : CTRG_00731 and <i>Candida albicans WO-1</i> : CAWG_01703
CR_03680C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)
CR_03690W_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)
CR_03700C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)
CR_03710C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03720W_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03730C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03740C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03750C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03760W_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
CR_03770C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)
CR_03780C_A	Phenotype:normal competitive fitness (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)
CR_03790C_A	Cell wall glycoprotein; beta glucan synthesis; increases glucan content in S. cerevisiae kre1, complements killer toxin sensitivity; caspofungin induced; Spider/rat catheter/flow model biofilm induced; Bcr1- repressed in RPMI a/a biofilms
CR_03800C_A	Phenotype:increased protein/peptide modification (null), increased filamentous growth (null), decreased UV resistance (null), viable (null), decreased resistance to chemicals (null), increased virulence (null)
CR_03810W_A	Putative integral inner mitochondrial membrane protein with similarity to exonucleases
CR_03820C_A	Phenotype:normal competitive fitness (null), decreased rate vegetative growth (null), viable (null), normal colony appearance (null), viable (null)viable (null)
CR_03830C_A	Phosphorylated protein of unknown function; transcription is periodic with a peak at M/G1 phase of the cell cycle
CR_03840C_A	Phenotype:decreased cell size (null)
CR_03850W_A	Phenotype:viable (null)
CR_03860C_A	Putative protein similar to S. cerevisiae Mgr3p, a subunit of the i-AAA protease supercomplex that degrades misfolded mitochondrial proteins
CR_03870W_A	Putative protein of unknown function; Hap43p- repressed gene; <I>S. cerevisiae</I> ortholog YDL157C localizes to mitochondria
CR_03880W_A	Predicted GPI-linked cell-wall protein; similar to Hyr1; induced in low iron; possibly an essential gene, disruptants not obtained by UAU1 method
CR_03890W_A	Phenotype:increased phenotypic switching (overexpression), decreased resistance to chemicals (null), viable (null)viable (null)
CR_03900W_A	Phenotype:normal competitive fitness (null), increased chemical compound accumulation (null), viable (null)viable (null)viable (null)viable (null)viable (null), normal germ tube formation (null), viable (null)viable (null)viable (null), abnormal hyphal growth (null), decreased cell size (null), absent hyphal growth (null), viable (null), decreased hyphal growth (null), normal rate vegetative growth (null), absent protein/peptide modification (null), normal virulence (null), viable (null)viable (null)viable (null)viable (null), absent mating response (null), decreased resistance to chemicals (null), viable (null)viable (null), viable (overexpression), normal hyphal growth (null), abnormal colony appearance (null)
CR_03910C_A	Phenotype:decreased rate vegetative growth (null), decreased oxidative stress resistance (null)
CR_03920C_A	Phenotype:viable (null)
CR_03930C_A	Phenotype:absent virulence (repressible), viable (null)viable (null)
CR_03940W_A	Putative rRNA processing protein; rat catheter biofilm induced
CR_03950W_A	Ortholog(s) have role in mitochondrial translation and mitochondrion localization
CR_03960C_A	Phenotype:increased cell size (null)
CR_03970C_A	Ortholog(s) have SNAP receptor activity and role in ER to Golgi vesicle-mediated transport, retrograde vesicle- mediated transport, Golgi to ER, vesicle fusion with Golgi apparatus
CR_03980W_A	Phenotype:decreased invasive growth (null)
CR_03990C_A	Phenotype:viable (null)
CR_04000W_A	Phenotype:viable (null)viable (null), increased cell size (null)
CR_04010C_A	Putative mitochondrial ribosomal protein; Spider biofilm repressed
CR_04020C_A	Phenotype:viable (null), viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null)
CR_04030W_A	Phenotype:haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)viable (null), abnormal pseudohyphal growth (null)
CR_04040C_A	Phenotype:haploinsufficient (null)inviable (null), haploinsufficient (null)inviable (null)viable (null)
CR_04050C_A	Phenotype:absent virulence (repressible), haploinsufficient (null)inviable (null)viable (null)viable (null)
CR_04060C_A	Phenotype:decreased cell size (null), viable (null)
CR_04070W_A	Subunit of the N-terminal acetyltransferase NatA; Spider biofilm repressed
CR_04080C_A	Phenotype:viable (null)
CR_04090C_A	5-Aminoimidazole-4-carboxamide ribotide transformylase, enzyme of adenine biosynthesis; antigenic in human; soluble protein in hyphae; not induced during GCN response, in contrast to the S. cerevisiae ortholog
